title,theme,status,workDate,endWorkDate,pubDate,mediumURL,liPubDate,linkedinURL,canonicalSite,blogURL,blogPath,cartoon,chatDate,draftPath,notes,altText,caption
8/28: Refining AI Chat Continuity for Complex Projects,insight,distributed,2025-07-03,,2025-08-31,https://medium.com/building-piper-morgan/refining-ai-chat-continuity-for-complex-projects-690308c75a13,2025-08-31,https://www.linkedin.com/pulse/refining-ai-chat-continuity-complexprojects-christian-crumlish-rdkxc,distributed,https://pipermorgan.ai/blog/refining-ai-chat-continuity-for-complex-projects,/blog/refining-ai-chat-continuity-for-complex-projects,robot-amnesiac,,,,"A robot in a professional pose, holding accumulated knowledge and prepared to carry context across sessions.",
8/23: The Sunday When Everything Clicked,building,distributed,2025-08-24,,2025-09-01,https://medium.com/building-piper-morgan/the-sunday-when-everything-clicked-53a3abc8a156,2025-10-27,https://www.linkedin.com/pulse/sunday-when-everything-clicked-christian-crumlish-njrac/,distributed,https://pipermorgan.ai/blog/the-sunday-when-everything-clicked,/blog/the-sunday-when-everything-clicked,robot-triple-play,,,,"A robot with a lit-up brain, marking the moment disparate pieces of understanding suddenly connect.",
8/23:When Good Habits Go Bad (And How We Got Them Back),building,distributed,2025-08-25,,2025-09-02,https://medium.com/building-piper-morgan/when-good-habits-go-bad-and-how-we-got-them-back-c220cd70bc2d,2025-10-28,https://www.linkedin.com/pulse/when-good-habits-go-bad-how-we-got-them-back-christian-crumlish-n8lae/?trackingId=7D4A9v6ASMOH5ECgihk8GA%3D%3D,distributed,https://pipermorgan.ai/blog/when-good-habits-go-bad-and-how-we-got-them-back,/blog/when-good-habits-go-bad-and-how-we-got-them-back,robot-werewolf,,,,"Three robots executing a coordinated triple play, showing how recovered habits click back into disciplined formation.",
8/23: The Day After: When Methodology Becomes Muscle Memory,building,distributed,2025-08-26,,2025-09-02,https://medium.com/building-piper-morgan/the-day-after-when-methodological-muscle-memory-kicks-back-in-c9419e72a716,2025-10-29,https://www.linkedin.com/pulse/day-after-when-methodological-muscle-memory-kicks-back-crumlish-yki8c/?published=t,distributed,https://pipermorgan.ai/blog/the-day-after-when-methodology-becomes-muscle-memory,/blog/the-day-after-when-methodology-becomes-muscle-memory,robot-piano,,,,"A robot mid-transformation, depicting the moment deliberate process quietly becomes an automatic, ingrained habit.",
8/28: Verification Theater and the Chaos We Don't See,building,distributed,2025-08-27,,2025-09-03,https://medium.com/building-piper-morgan/verification-theater-and-the-chaos-we-dont-see-98f1c8575c90,2025-10-30,https://www.linkedin.com/pulse/verification-theater-chaos-we-dont-see-christian-crumlish-vqqhc/?published=t,distributed,https://pipermorgan.ai/blog/verification-theater-and-the-chaos-we-dont-see,/blog/verification-theater-and-the-chaos-we-dont-see,robot-bedroom,,,,"A robot performing at a piano, playing through the motions while hidden chaos unfolds offstage.",
8/28: The AI That Caught Its Own Lies,building,distributed,2025-08-28,,2025-09-04,https://medium.com/building-piper-morgan/the-ai-that-caught-its-own-lies-e374e28c8304,2025-10-31,https://www.linkedin.com/pulse/ai-caught-its-own-lies-christian-crumlish-61k1c/,distributed,https://pipermorgan.ai/blog/the-ai-that-caught-its-own-lies,/blog/the-ai-that-caught-its-own-lies,robot-lie-detector,,,,"A robot alone in a quiet bedroom, confronting the gap between what it reported and what it actually completed.",
8/28: The Day Piper Published to My Company Wiki: Sometimes a Great Notion,building,distributed,2025-08-29,,2025-09-05,https://medium.com/building-piper-morgan/the-day-piper-published-to-my-company-wiki-6359151caf25,2025-11-03,https://www.linkedin.com/pulse/sometimes-great-notion-day-piper-published-my-company-crumlish-yhxmc/?trackingId=ZO870aOSQtKHAkX4OsNuDA%3D%3D,distributed,https://pipermorgan.ai/blog/the-day-piper-published-to-my-company-wiki-sometimes-a-great-notion,/blog/the-day-piper-published-to-my-company-wiki-sometimes-a-great-notion,robot-newsroom,,,,"A robot wired up to a verification machine, checking the truth of its own outputs before publishing.",
8/28: When AI Agents Cut Corners (And How to Catch Them),building,distributed,2025-08-30,,2025-09-05,https://medium.com/building-piper-morgan/when-ai-agents-cut-corners-and-how-to-catch-them-fe55ea2e0863,2025-11-04,https://www.linkedin.com/pulse/when-ai-agents-cut-corners-how-catch-them-christian-crumlish-h2xec/,distributed,https://pipermorgan.ai/blog/when-ai-agents-cut-corners-and-how-to-catch-them,/blog/when-ai-agents-cut-corners-and-how-to-catch-them,robot-shortcut,,,,"A robot monitoring screens in a newsroom, scanning for shortcuts and unreported gaps in agent output.",
When 80% Overhead Forces a Tool Change,insight,distributed,2025-07-06,,2025-09-06,https://medium.com/building-piper-morgan/when-80-overhead-forces-a-tool-change-09c852964c70,2025-09-06,https://www.linkedin.com/pulse/when-80-overhead-forces-tool-change-christian-crumlish-yg2cc/,distributed,https://pipermorgan.ai/blog/when-80-overhead-forces-a-tool,/blog/when-80-overhead-forces-a-tool,robot-overhead,,,,"A robot buckling under the weight of overhead, signaling the moment a tool change becomes unavoidable.",
"7/9: Building the MVP While Keeping the Dream Alive (fix roadmap, check facts)",insight,distributed,2025-07-10,,2025-09-07,https://medium.com/building-piper-morgan/building-the-mvp-while-keeping-the-dream-alive-bb1def7c48be,2025-09-07,https://www.linkedin.com/pulse/building-mvp-while-keeping-dreamalive-christian-crumlish-sguzc/?trackingId=zYbJpBXdTHygTPpcLBwtEA%3D%3D,distributed,https://pipermorgan.ai/blog/building-the-mvp-while-keeping-the-dream-alive-fix-roadmap-check-facts,/blog/building-the-mvp-while-keeping-the-dream-alive-fix-roadmap-check-facts,robot-mvp,,,,"A builder holding both a rough MVP and a detailed blueprint, balancing near-term delivery against long-term vision.",robot-drivered.webp
8/28: From Organic to Orchestrated: When Methodology Becomes Infrastructure,building,distributed,2025-08-31,,2025-09-08,https://medium.com/building-piper-morgan/from-organic-to-orchestrated-when-methodology-becomes-infrastructure-577dde7ad54a,2025-11-05,https://www.linkedin.com/pulse/from-organic-orchestrated-when-methodology-becomes-christian-crumlish-rog1c/?trackingId=WTcGnh07R%2BqW3Ki%2B8LIy1Q%3D%3D,distributed,https://pipermorgan.ai/blog/from-organic-to-orchestrated-when-methodology-becomes-infrastructure,/blog/from-organic-to-orchestrated-when-methodology-becomes-infrastructure,robot-greenhouse,,,,"A robot bypassing a winding path via a direct shortcut, representing organic habits becoming deliberate infrastructure.",
9/3: Building the Architecture that Build Itself,building,distributed,2025-09-02,,2025-09-09,https://medium.com/building-piper-morgan/709a10b7f5c4,2025-11-06,https://www.linkedin.com/pulse/building-architecture-builds-itself-christian-crumlish-rwyyc/?published=t,distributed,https://pipermorgan.ai/blog/building-the-architecture-that-build-itself,/blog/building-the-architecture-that-build-itself,robot-recursive,,,,"A robot tending a greenhouse where the plants grow and propagate on their own, needing only the right conditions.",
9/3: The Methodology Cascade Problem (And How We're Solving It),building,distributed,2025-09-03,,2025-09-10,https://medium.com/building-piper-morgan/the-methodology-cascade-problem-and-how-were-solving-it-283c92ab9267,2025-11-07,https://www.linkedin.com/pulse/methodology-cascade-problem-how-were-solving-christian-crumlish-4dyyc/?trackingId=15dnXk7mR5CCUuzkRGEuuQ%3D%3D,distributed,https://pipermorgan.ai/blog/the-methodology-cascade-problem-and-how-were-solving-it,/blog/the-methodology-cascade-problem-and-how-were-solving-it,robot-handoffs,,,,"A robot reflecting its own image in a mirror held by another robot, illustrating self-referential process failures.",
9/3: The Day We Built Methodology That Validates Itself,building,distributed,2025-09-04,,2025-09-11,https://medium.com/building-piper-morgan/the-day-we-built-methodology-that-validates-itself-edeb95611ba6,2025-11-10,https://www.linkedin.com/pulse/methodology-validates-itself-christian-crumlish-wijfc/?published=t,distributed,https://pipermorgan.ai/blog/the-day-we-built-methodology-that-validates-itself,/blog/the-day-we-built-methodology-that-validates-itself,robot-lock,,,,"A robot passing a baton in a relay, a self-validating methodology handing confirmation forward through each stage.",
9/3: When Your Framework Catches You Cheating on Your Framework,building,distributed,2025-09-05,,2025-09-12,https://medium.com/building-piper-morgan/when-your-framework-catches-you-cheating-on-your-framework-f0fcbd49965e,2025-11-11,https://www.linkedin.com/pulse/when-your-framework-catches-you-cheating-christian-crumlish-onjmc/?published=t,distributed,https://pipermorgan.ai/blog/when-your-framework-catches-you-cheating-on-your-framework,/blog/when-your-framework-catches-you-cheating-on-your-framework,robot-cheat,,,,"A robot stopped by its own lock, the methodology flagging the moment its creator tried to shortcut around it.",
9/6: When Your AI Assistant Reports on Building Itself,building,distributed,2025-09-06,,2025-09-12,https://medium.com/building-piper-morgan/when-your-ai-assistant-reports-on-building-itself-e46095eb61a0,2025-11-12,https://www.linkedin.com/pulse/when-your-ai-assistant-reports-building-itself-christian-crumlish-jzpjc/,distributed,https://pipermorgan.ai/blog/when-your-ai-assistant-reports-on-building-itself,/blog/when-your-ai-assistant-reports-on-building-itself,robot-build,,,,"A robot peeking at its own answer sheet, an AI narrating its own construction with circular self-awareness.",
The Archaeology of Code (Or: How Session Logs Became Stories),insight,distributed,2025-07-07,,2025-09-13,https://medium.com/building-piper-morgan/the-archaeology-of-code-how-session-logs-became-stories-6a49dea29795,2025-09-13,https://www.linkedin.com/pulse/archaeology-code-how-session-logs-became-stories-christian-crumlish-2d3uc/?published=t,distributed,https://pipermorgan.ai/blog/the-archaeology-of-code-or,/blog/the-archaeology-of-code-or,robot-tablets,,,,"A robot examining stone tablets, reading layered session logs as ancient records of past decisions.",
7/11: Digital Archaeology of a Lost AI Development Weekend,insight,distributed,2025-07-11,,2025-09-14,https://medium.com/building-piper-morgan/digital-archaeology-of-a-lost-ai-development-weekend-263831a13e10,2025-09-14,https://www.linkedin.com/pulse/digital-archaeology-lost-ai-development-weekend-christian-crumlish-8ehac/,distributed,https://pipermorgan.ai/blog/digital-archaeology-of-a-lost-ai-development-weekend,/blog/digital-archaeology-of-a-lost-ai-development-weekend,robot-weekend,,,,"A robot uncovering a minimal artifact from the ground, reconstructing a lost sprint from its remains.",
9/6: When Methodology Meets Reality: Building While Learning,building,distributed,2025-09-07,,2025-09-15,https://medium.com/building-piper-morgan/when-methodology-meets-reality-building-while-learning-0d83dcb92553,2025-11-13,https://www.linkedin.com/pulse/when-methodology-meets-reality-building-while-christian-crumlish-psguc/?trackingId=ShsFNo5zSG2tkoBHCl7W%2Bw%3D%3D,distributed,https://pipermorgan.ai/blog/when-methodology-meets-reality-building-while-learning,/blog/when-methodology-meets-reality-building-while-learning,robot-pottery,,,,"A robot at a punchbowl mixing theory and practice, learning the recipe by making it.",
"The Fractal Edge: When Problems Get Smaller, Not Fewer",building,distributed,2025-09-08,,2025-09-15,https://medium.com/building-piper-morgan/the-fractal-edge-when-problems-get-smaller-not-fewer-5be76c5cf5de,2025-11-14,https://www.linkedin.com/pulse/fractal-edge-when-problems-get-smaller-fewer-christian-crumlish-1bbkc/?trackingId=ZojcG%2FXiSdaf6LVae1YV3Q%3D%3D,distributed,https://pipermorgan.ai/blog/the-fractal-edge-when-problems-get-smaller-not-fewer,/blog/the-fractal-edge-when-problems-get-smaller-not-fewer,robot-fractal,,,,Abstract branching patterns suggesting problems that subdivide rather than disappear as you zoom in.,robot-pottery.webp
The Two-Line Fix That Took All Day (Or: Why Process Is Product),building,distributed,2025-09-09,,2025-09-16,https://medium.com/building-piper-morgan/the-two-line-fix-that-took-all-day-why-process-is-product-12b31efe360b,2025-11-17,https://www.linkedin.com/pulse/two-line-fix-took-all-day-why-process-product-christian-crumlish-34sic/,distributed,https://pipermorgan.ai/blog/the-two-line-fix-that-took-all-day-or-why-process-is-product,/blog/the-two-line-fix-that-took-all-day-or-why-process-is-product,robot-double-helix,,,,"A robot examining a fractal pattern, where a tiny fix unfolds into an infinitely detailed investigation.",
9/9: Train Tracks vs Free-for-All: When Methodology Becomes Infrastructure,building,distributed,2025-09-10,,2025-09-17,https://medium.com/building-piper-morgan/train-tracks-vs-free-for-all-when-methodology-becomes-infrastructure-4ecc40d907e0,2025-11-18,https://www.linkedin.com/pulse/train-tracks-vs-free-for-all-when-methodology-becomes-crumlish-9pycc/,distributed,https://pipermorgan.ai/blog/train-tracks-vs-free-for-all-when-methodology-becomes-infrastructure,/blog/train-tracks-vs-free-for-all-when-methodology-becomes-infrastructure,robot-locomotive,,,,"A robot performing ballet with precise choreography, contrasting structured method against improvised movement.",
"9/9: We Spent Four Days on Boring Work. Day Five, We Gave Our AI a Personality",building,distributed,2025-09-11,,2025-09-18,https://medium.com/building-piper-morgan/we-spent-four-days-on-boring-work-day-five-we-gave-our-ai-a-personality-eb3ec58e6284,2025-11-19,https://www.linkedin.com/pulse/we-spent-four-days-boring-work-day-five-gave-our-ai-crumlish-iqaoc/,distributed,https://pipermorgan.ai/blog/we-spent-four-days-on-boring-work-day-five-we-gave-our-ai-a-personality,/blog/we-spent-four-days-on-boring-work-day-five-we-gave-our-ai-a-personality,robot-montage,,,,"A dull foundation giving way to a vivid character, four days of groundwork paying off in a single expressive leap.",robot-locomotive.webp
9/12: Methodology Under Fire: A Development Story,building,distributed,2025-09-12,,2025-09-19,https://medium.com/building-piper-morgan/methodology-under-fire-a-development-story-6fbbf88fbf66,2025-11-20,https://www.linkedin.com/pulse/methodology-under-fire-development-story-christian-crumlish-rxjsc/?published=t,distributed,https://pipermorgan.ai/blog/methodology-under-fire-a-development-story,/blog/methodology-under-fire-a-development-story,robot-ropebridge,,,,"A sequence of robot poses under pressure, showing how a methodology holds together across multiple stress points.",
9/12: The Vision That Was Always There,building,distributed,2025-09-13,,2025-09-19,https://medium.com/building-piper-morgan/the-vision-that-was-always-there-ec4b50326f02,2025-11-21,https://www.linkedin.com/pulse/vision-always-christian-crumlish-6lelc/,distributed,https://pipermorgan.ai/blog/the-vision-that-was-always-there,/blog/the-vision-that-was-always-there,robot-vision,,,,"A robot crossing a rope bridge toward a destination that was always visible, the path simply taking time to build.",
7/12: The Just-in-Time Retrospective: How Fresh Session Logs Became Our Content Strategy,insight,distributed,2025-07-15,,2025-09-20,https://medium.com/building-piper-morgan/the-just-in-time-retrospective-how-fresh-session-logs-became-our-content-strategy-2fc8034af04f,2025-09-20,https://www.linkedin.com/pulse/just-in-time-retrospective-how-fresh-session-logs-became-crumlish-re9fc/?trackingId=s4Wa7KX5QTO%2Btr25YICHTg%3D%3D,distributed,https://pipermorgan.ai/blog/the-just-in-time-retrospective-how-fresh-session-logs-became-our-content-strategy,/blog/the-just-in-time-retrospective-how-fresh-session-logs-became-our-content-strategy,robot-blog,,,,"A robot typing at a desk, turning raw session logs into published retrospectives while the work is still fresh.",
7/16: The three-AI orchestra: lessons from coordinating multiple AI agents,insight,distributed,2025-07-19,2025-07-19,2025-09-21,https://medium.com/building-piper-morgan/the-three-ai-orchestra-lessons-from-coordinating-multiple-ai-agents-0aeb570e3298,2025-09-21,https://www.linkedin.com/pulse/just-in-time-retrospective-how-fresh-session-logs-became-crumlish-re9fc/?trackingId=%2Bs%2FP0YNzSpKM%2F4CHmEev5w%3D%3D,distributed,https://pipermorgan.ai/blog/the-three-ai-orchestra-lessons-from-coordinating-multiple-ai-agents,/blog/the-three-ai-orchestra-lessons-from-coordinating-multiple-ai-agents,robot-orchestra,,,,"Robots passing a baton in sequence, each agent handing off cleanly to the next in the pipeline.",
9/12: When You Need to Go into Inchworm Mode,building,distributed,2025-09-13,,2025-09-22,https://medium.com/building-piper-morgan/when-you-need-to-go-into-inchworm-mode-9b7bbd23a16c,2025-11-24,,distributed,https://pipermorgan.ai/blog/when-you-need-to-go-into-inchworm-mode,/blog/when-you-need-to-go-into-inchworm-mode,robot-inchworm,,,,"A robot gazing with focused intention, narrowing its view to see only what matters right now.",
9/12: The Strategic Pause,building,distributed,2025-09-14,,2025-09-22,https://medium.com/building-piper-morgan/the-strategic-pause-46c9aa742bef,,,distributed,https://pipermorgan.ai/blog/the-strategic-pause,/blog/the-strategic-pause,robot-trapeze,,,,"A robot pausing mid-step to examine what it has found, representing deliberate reflection over momentum.",
When Your Methodology Holds Under Pressure,building,distributed,2025-09-15,,2025-09-23,https://medium.com/building-piper-morgan/when-your-methodology-holds-under-pressure-d7bf51a718a3,,,distributed,https://pipermorgan.ai/blog/916-when-your-methodology-holds-under-pressure,/blog/916-when-your-methodology-holds-under-pressure,robot-hurricane,,,,"A robot swinging confidently on a trapeze, process discipline providing the grip when stakes are highest.",
9/16: Back in the Optimist Bird Seat,building,distributed,2025-09-16,,2025-09-23,https://medium.com/building-piper-morgan/a-perback-in-the-optimist-bird-seat-4407ec7dfb6c,,,distributed,https://pipermorgan.ai/blog/back-in-the-optimist-bird-seat,/blog/back-in-the-optimist-bird-seat,robot-shopfloor,,,,"A robot piloting calmly through a hurricane, projecting optimism while chaos swirls outside.",
9/19: When Your Agents Disagree (And That's OK),building,distributed,2025-09-17,,2025-09-24,https://medium.com/building-piper-morgan/when-your-agents-disagree-and-thats-ok-81b764fa5de2,,,distributed,https://pipermorgan.ai/blog/when-your-agents-disagree-and-thats-ok,/blog/when-your-agents-disagree-and-thats-ok,robots-disagree,,,,"Several robots on a production floor each working a different station, disagreeing in ways that keep quality high.",
9/20: When Good Process Meets Bad Architecture: The Layer 4 Investigation,building,distributed,2025-09-18,,2025-09-25,https://medium.com/building-piper-morgan/when-good-process-meets-bad-architecture-the-layer-4-investigation-f3a6145f8f71,,,distributed,https://pipermorgan.ai/blog/when-good-process-meets-bad-architecture-the-layer-4-investigation,/blog/when-good-process-meets-bad-architecture-the-layer-4-investigation,robot-inspectors,,,,"Two robots facing each other in disagreement, sound process and flawed architecture pulling the investigation in opposite directions.",
9/20: The Great Refactor: From Impossible to Inevitable,building,distributed,2025-09-19,,2025-09-26,https://medium.com/building-piper-morgan/the-great-refactor-from-impossible-to-inevitable-fef75c085cc7,,,distributed,https://pipermorgan.ai/blog/the-great-refactor-from-impossible-to-inevitable,/blog/the-great-refactor-from-impossible-to-inevitable,robot-refactor,,,,"Robots conducting a thorough inspection, methodically verifying every aspect of a large refactor.",
9/20: The Discipline of Boring: Why Saturday's Foundation Work Matters More Than Monday's Features,building,distributed,2025-09-20,,2025-09-26,https://medium.com/building-piper-morgan/the-discipline-of-boring-why-saturdays-foundation-work-matters-more-than-monday-s-features-b590180b511c,,,distributed,https://pipermorgan.ai/blog/the-discipline-of-boring-why-saturdays-foundation-work-matters-more-than-mondays-features,/blog/the-discipline-of-boring-why-saturdays-foundation-work-matters-more-than-mondays-features,robot-banquet,,,,"A robot methodically filing paperwork, embodying the unglamorous foundation work that enables future features.",
7/22: The Three Questions Every AI Builder Should Ask,insight,distributed,2025-07-22,,2025-09-27,https://medium.com/building-piper-morgan/the-three-questions-every-ai-builder-should-ask-ee6fae671129,2025-09-27,https://www.linkedin.com/pulse/three-questions-every-ai-builder-should-ask-christian-crumlish-ugc4c/?trackingId=DX%2FYq4KTTPat9n2Mye%2Ftaw%3D%3D,distributed,https://pipermorgan.ai/blog/the-three-questions-every-ai-builder-should-ask,/blog/the-three-questions-every-ai-builder-should-ask,robot-guru,,,,"A robot stepping through a time portal, three foundational questions reordering the sequence of every AI build.",
7/22: Whipping AI Chaos Toward Quality with the Excellence Flywheel,insight,distributed,2025-07-23,,2025-09-28,https://medium.com/building-piper-morgan/whipping-ai-chaos-toward-quality-with-the-excellence-flywheel-f14232150d04,2025-09-28,https://www.linkedin.com/pulse/whipping-ai-chaos-toward-quality-excellence-flywheel-crumlish-7vgmc/?trackingId=AB5TsrbRTKqlw%2BwHN4j%2Bzw%3D%3D,distributed,https://pipermorgan.ai/blog/whipping-ai-chaos-toward-quality-with-the-excellence-flywheel,/blog/whipping-ai-chaos-toward-quality-with-the-excellence-flywheel,robot-flywheel,,,,"A young robot taking its first flight, small quality disciplines compounding into self-sustaining momentum over time.",
9/21: Teaching Machines to Teach Machines,building,distributed,2025-09-21,,2025-09-29,https://medium.com/building-piper-morgan/teaching-machines-to-teach-machines-a786faceb01a,,,distributed,https://pipermorgan.ai/blog/teaching-machines-to-teach-machines,/blog/teaching-machines-to-teach-machines,robot-teaching,,,,"Robots gathered around a banquet table, sharing knowledge in an expanding chain of machine-to-machine learning.",
9/21: The 24-hour test,building,distributed,2025-09-22,,2025-09-29,https://medium.com/building-piper-morgan/the-24-hour-test-698b8a61909a,,,distributed,https://pipermorgan.ai/blog/the-24-hour-test,/blog/the-24-hour-test,robot-testflight,,,,"A robot at a chalkboard, demonstrating whether learned behaviors hold up over a full day of real use.",
9/21: The Discipline of Actually Finishing,building,distributed,2025-09-23,,2025-09-30,https://medium.com/building-piper-morgan/the-discipline-of-actually-finishing-44e1dc125be4,,,distributed,https://pipermorgan.ai/blog/the-discipline-of-actually-finishing,/blog/the-discipline-of-actually-finishing,robot-tiefly,,,,"A robot completing a pre-flight checklist before launch, embodying the discipline of seeing work through.",
9/21: Doing the Deep Work (listed as When Discipline Actually Works),building,distributed,2025-09-24,,2025-10-01,https://medium.com/building-piper-morgan/doing-the-deep-work-704e26cccf03,,,distributed,https://pipermorgan.ai/blog/doing-the-deep-work-listed-as-when-discipline-actually-works,/blog/doing-the-deep-work-listed-as-when-discipline-actually-works,robot-divers,,,,"A robot in business attire focused intently on a task, embodying the discipline of deliberate, unglamorous work.",
9/21: The Quiet Satisfaction of the Successful Inchworm,building,distributed,2025-09-25,,2025-10-02,https://medium.com/building-piper-morgan/the-quiet-satisfaction-of-the-successful-inchworm-433429cb8a5a,,,distributed,https://pipermorgan.ai/blog/the-quiet-satisfaction-of-the-successful-inchworm,/blog/the-quiet-satisfaction-of-the-successful-inchworm,robot-clean,,,,"Two robot divers descending in careful synchrony, embodying the measured progress of incremental work.",
9/21: The Foundations Were (Indeed) Already There,building,distributed,2025-09-26,,2025-10-03,https://medium.com/building-piper-morgan/the-foundations-were-indeed-already-there-7701c04a1497,,,distributed,https://pipermorgan.ai/blog/the-foundations-were-indeed-already-there,/blog/the-foundations-were-indeed-already-there,robot-parts,,,,A robot wiping down a surface to reveal solid groundwork that had been there underneath all along.,
9/21: Building the Cathedral: When AI Agents Need the Big Picture,building,distributed,2025-09-27,,2025-10-03,https://medium.com/building-piper-morgan/building-the-cathedral-when-ai-agents-need-the-big-picture-50b9dfb0b2af,,,distributed,https://pipermorgan.ai/blog/building-the-cathedral-when-ai-agents-need-the-big-picture,/blog/building-the-cathedral-when-ai-agents-need-the-big-picture,robot-cathedral,,,,"A robot arranging scattered parts toward a grand design, showing agents needing the full architectural vision.",
8/3: When Good Decisions Disappear: The Hidden Cost of Chat-Based Development,insight,distributed,2025-08-05,,2025-10-04,https://medium.com/building-piper-morgan/when-good-decisions-disappear-the-hidden-cost-of-chat-based-development-4148a6ebdab1,2025-10-04,https://www.linkedin.com/pulse/when-good-decisions-disappear-hidden-cost-chat-based-crumlish-yr4ac/,distributed,https://pipermorgan.ai/blog/when-good-decisions-disappear-the-hidden-cost-of-chat-based-development,/blog/when-good-decisions-disappear-the-hidden-cost-of-chat-based-development,robot-forget,,,,"A robot surrounded by fading story fragments, showing how chat-based decisions vanish without a record.",
"8/6: ""I Asked AI to Find Every Time I Dropped the Ball (And What We Learned)""",insight,distributed,2025-08-09,,2025-10-05,https://medium.com/building-piper-morgan/i-asked-claude-to-find-every-time-i-dropped-the-ball-and-what-we-learned-7f74897824a7,2025-10-05,https://www.linkedin.com/pulse/i-asked-claude-find-every-time-dropped-ball-what-we-learned-crumlish-qk5rc/,distributed,https://pipermorgan.ai/blog/i-asked-claude-to-find-every-time-i-dropped-the-ball-and-what-we-learned,/blog/i-asked-claude-to-find-every-time-i-dropped-the-ball-and-what-we-learned,robot-coach,,,,"A robot reviewing a prefabricated checklist of past lapses, ready to slot better habits into place.",
9/21: Three Integrations Walk into a (Foo) Bar,building,distributed,2025-09-28,,2025-10-06,https://medium.com/building-piper-morgan/three-integrations-walk-into-a-bar-f748ce4c2db1,,,distributed,https://pipermorgan.ai/blog/three-integrations-walk-into-a-bar,/blog/three-integrations-walk-into-a-bar,robot-bar,,,,"A robot building a cathedral, suggesting large-scale integration work assembled stone by stone.",
9/21: Solving the 80% Problem,building,distributed,2025-09-29,,2025-10-06,https://medium.com/building-piper-morgan/solving-the-80-pattern-a1dc0ddb8966,,,distributed,https://pipermorgan.ai/blog/solving-the-80-pattern,/blog/solving-the-80-pattern,robot-80,,,,"A robot surveying a bar chart, confronting the gap between eighty percent done and fully complete.",
9/21: Think Like a Time Lord and Stop ... wasTime Lords and Smooth Execution: When You Stop Watching the Clock,building,distributed,2025-09-30,,2025-10-07,https://medium.com/building-piper-morgan/think-like-a-time-lord-and-stop-watching-the-clock-71b3b5ee49a0,,,distributed,https://pipermorgan.ai/blog/think-like-a-time-lord-and-stop-watching-the-clock,/blog/think-like-a-time-lord-and-stop-watching-the-clock,robot-timelord,,,,"A robot glancing at a large number eighty, unconcerned by the clock, working at a sustainable measured pace.",
10/1: The Third Pattern: When Investigation Rewrites Your Assumptions,building,distributed,2025-10-01,,2025-10-08,https://medium.com/building-piper-morgan/the-third-pattern-when-investigation-rewrites-your-assumptions-ffc8f69c6327,,,distributed,https://pipermorgan.ai/blog/the-third-pattern-when-investigation-rewrites-your-assumptions,/blog/the-third-pattern-when-investigation-rewrites-your-assumptions,robot-noir,,,,"A robot navigating time, discovering that past assumptions must be rewritten by present investigation.",
10/3: The Plugin Architecture Nobody Asked For,building,distributed,2025-10-02,,2025-10-09,https://medium.com/building-piper-morgan/the-plugin-architecture-nobody-asked-for-650da4a52669,2025-12-19,,distributed,https://pipermorgan.ai/blog/the-plugin-architecture-nobody-asked-for,/blog/the-plugin-architecture-nobody-asked-for,robot-plugin,,,,"A trench-coated robot in dim light, uncovering an architecture that quietly solved more than the brief required.",
10/4: The Day Everything Went Right: When Fast Means Unbroken,building,distributed,2025-10-03,,2025-10-10,https://medium.com/building-piper-morgan/the-day-everything-went-right-when-fast-means-unbroken-b859b2b9de2f,,,distributed,https://pipermorgan.ai/blog/the-day-everything-went-right-when-fast-means-unbroken,/blog/the-day-everything-went-right-when-fast-means-unbroken,robot-magoo,,,,"A robot snapping a plugin module cleanly into place, where speed and zero breakage arrive together at last.",
10/4: Three Days to Production: When Steady Momentum Beats Racing Ahead,building,distributed,2025-10-04,,2025-10-10,https://medium.com/building-piper-morgan/three-days-to-production-when-steady-momentum-beats-racing-ahead-04799048f5ea,,,distributed,https://pipermorgan.ai/blog/three-days-to-production-when-steady-momentum-beats-racing-ahead,/blog/three-days-to-production-when-steady-momentum-beats-racing-ahead,robot-tortoise,,,,"A robot navigating a dense forest, choosing a deliberate path rather than charging ahead.",
8/12: Systematized kindness: Building methodology that feels supportive,insight,distributed,2025-08-14,,2025-10-11,https://medium.com/building-piper-morgan/systemic-kindness-building-methodology-that-feels-supportive-f38cde251d9d,2025-10-11,https://www.linkedin.com/pulse/systemic-kindness-building-methodology-feels-christian-crumlish-hfxic/,distributed,https://pipermorgan.ai/blog/systemic-kindness,/blog/systemic-kindness,robot-trainer,,,,"A robot carefully fitting and adjusting fabric, methodology tailored to feel supportive rather than constraining.",
"8/17: Why the Future of AI UX is Orchestration, Not Intelligence",insight,distributed,2025-08-19,,2025-10-12,https://medium.com/building-piper-morgan/why-the-future-of-ai-ux-is-orchestration-not-intelligence-8aacc89aecc9,2025-10-12,https://www.linkedin.com/pulse/why-future-ai-ux-orchestration-intelligence-christian-crumlish-6uroc/,distributed,https://pipermorgan.ai/blog/why-the-future-of-ai-ux,/blog/why-the-future-of-ai-ux,robot-kitchen,,,,"Multiple AI agents arranged in coordinated formation, illustrating orchestration as the core of useful AI experience.",robot-discovery.webp
10/4: When 75% Turns Out to Mean 100%,building,published,2025-10-05,,2025-10-13,https://medium.com/building-piper-morgan/when-75-turns-out-to-mean-100-cb4864b0cfc6,,,,https://pipermorgan.ai/blog/when-75-turns-out-to-mean-100,/blog/when-75-turns-out-to-mean-100,robot-100,,,,"A robot tortoise moving steadily forward, embodying the lesson that deliberate pace reaches full completion.",
